,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.19627674922843236,GRAD,False,Saliency_PTY'>
1,True,0.4700301412632895,GRAD,False,Saliency_PTY'>
2,True,-0.03105847737480045,GRAD,False,Saliency_PTY'>
3,True,0.3691486754360853,GRAD,False,Saliency_PTY'>
4,True,-0.28517261805564764,GRAD,False,Saliency_PTY'>
5,True,0.24049401685831612,GRAD,False,Saliency_PTY'>
6,True,0.24603267656086597,GRAD,False,Saliency_PTY'>
7,True,0.5501461129146634,GRAD,False,Saliency_PTY'>
8,True,0.43760749837827195,GRAD,False,Saliency_PTY'>
9,True,0.03530692073381474,GRAD,False,Saliency_PTY'>
10,True,-0.04682315422046041,GRAD,False,Saliency_PTY'>
11,True,0.4455306589992405,GRAD,False,Saliency_PTY'>
12,True,0.46820524527484014,GRAD,False,Saliency_PTY'>
13,True,0.19136649499047007,GRAD,False,Saliency_PTY'>
14,True,0.37685302105382207,GRAD,False,Saliency_PTY'>
15,True,0.13026228395970135,GRAD,False,Saliency_PTY'>
16,True,-0.11574794921332472,GRAD,False,Saliency_PTY'>
17,True,-0.0007063583421797449,GRAD,False,Saliency_PTY'>
18,True,0.2804587235461692,GRAD,False,Saliency_PTY'>
19,True,0.1530079660517451,GRAD,False,Saliency_PTY'>
