,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,,SG,False,Saliency_PTY'>
1,True,0.15120981848300052,SG,False,Saliency_PTY'>
2,True,0.3775439013507114,SG,False,Saliency_PTY'>
3,True,,SG,False,Saliency_PTY'>
4,True,0.3344281594928213,SG,False,Saliency_PTY'>
5,True,0.025087461608955093,SG,False,Saliency_PTY'>
6,True,0.29342738869359236,SG,False,Saliency_PTY'>
7,True,,SG,False,Saliency_PTY'>
8,True,0.2659773026772684,SG,False,Saliency_PTY'>
9,True,0.30408746837812045,SG,False,Saliency_PTY'>
10,True,0.15467782660893994,SG,False,Saliency_PTY'>
11,True,,SG,False,Saliency_PTY'>
12,True,0.1253361791858309,SG,False,Saliency_PTY'>
13,True,0.2633855648350272,SG,False,Saliency_PTY'>
14,True,,SG,False,Saliency_PTY'>
15,True,,SG,False,Saliency_PTY'>
16,True,0.3276240420124642,SG,False,Saliency_PTY'>
17,True,0.3664672574279936,SG,False,Saliency_PTY'>
18,True,,SG,False,Saliency_PTY'>
19,True,,SG,False,Saliency_PTY'>
