,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.04586505235559674,authentic_opposing_information,100,TSEvo'>
1,True,-0.09245621126820469,authentic_opposing_information,100,TSEvo'>
2,True,0.052959167643577415,authentic_opposing_information,100,TSEvo'>
3,True,-0.15669878802680365,authentic_opposing_information,100,TSEvo'>
4,True,0.11660639599662914,authentic_opposing_information,100,TSEvo'>
5,True,0.06725257732456803,authentic_opposing_information,100,TSEvo'>
6,True,-0.10503323822784269,authentic_opposing_information,100,TSEvo'>
7,True,0.1879895389619874,authentic_opposing_information,100,TSEvo'>
8,True,0.07010507813730993,authentic_opposing_information,100,TSEvo'>
9,True,-0.02109995801083976,authentic_opposing_information,100,TSEvo'>
10,True,-0.10773563433000374,authentic_opposing_information,100,TSEvo'>
11,True,-0.13456173661915788,authentic_opposing_information,100,TSEvo'>
12,True,-0.011945197098773765,authentic_opposing_information,100,TSEvo'>
13,True,-0.06353615546235006,authentic_opposing_information,100,TSEvo'>
14,True,-0.07171973548587415,authentic_opposing_information,100,TSEvo'>
15,True,0.15335860888031158,authentic_opposing_information,100,TSEvo'>
16,True,-0.08466597906126896,authentic_opposing_information,100,TSEvo'>
17,True,-0.2351884975012842,authentic_opposing_information,100,TSEvo'>
18,True,-0.02961986547424389,authentic_opposing_information,100,TSEvo'>
19,True,-0.0006406415748874163,authentic_opposing_information,100,TSEvo'>
