,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.356405798176611,authentic_opposing_information,100,TSEvo'>
1,True,-0.004767233987667399,authentic_opposing_information,100,TSEvo'>
2,True,0.04812115465753323,authentic_opposing_information,100,TSEvo'>
3,True,-0.12902122021924425,authentic_opposing_information,100,TSEvo'>
4,True,0.19447448409533574,authentic_opposing_information,100,TSEvo'>
5,True,-0.2052946652049086,authentic_opposing_information,100,TSEvo'>
6,True,-0.13087946484643884,authentic_opposing_information,100,TSEvo'>
7,True,-0.2044776481088126,authentic_opposing_information,100,TSEvo'>
8,True,-0.23727184029461398,authentic_opposing_information,100,TSEvo'>
9,True,0.283286901066441,authentic_opposing_information,100,TSEvo'>
10,True,0.32755421716059735,authentic_opposing_information,100,TSEvo'>
11,True,-0.08471036670549813,authentic_opposing_information,100,TSEvo'>
12,True,-0.14579324983352088,authentic_opposing_information,100,TSEvo'>
13,True,0.04567966021965554,authentic_opposing_information,100,TSEvo'>
14,True,-0.12238901302684654,authentic_opposing_information,100,TSEvo'>
15,True,0.17677422167794493,authentic_opposing_information,100,TSEvo'>
16,True,0.2541963662813509,authentic_opposing_information,100,TSEvo'>
17,True,0.30037891890747603,authentic_opposing_information,100,TSEvo'>
18,True,-0.340181265535574,authentic_opposing_information,100,TSEvo'>
19,True,-0.1984013624485286,authentic_opposing_information,100,TSEvo'>
