,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.15642282528471316,SG,True,Saliency_PTY'>
1,True,-0.06713090782131557,SG,True,Saliency_PTY'>
2,True,0.035094004020976295,SG,True,Saliency_PTY'>
3,True,-0.12516468142095422,SG,True,Saliency_PTY'>
4,True,0.015006496515967674,SG,True,Saliency_PTY'>
5,True,-0.11231393085350896,SG,True,Saliency_PTY'>
6,True,-0.20233462983106817,SG,True,Saliency_PTY'>
7,True,0.22926092746244173,SG,True,Saliency_PTY'>
8,True,0.04813196813073253,SG,True,Saliency_PTY'>
9,True,0.008640943144126542,SG,True,Saliency_PTY'>
10,True,-0.01462685076126937,SG,True,Saliency_PTY'>
11,True,-0.15645008761870347,SG,True,Saliency_PTY'>
12,True,0.037096995168444426,SG,True,Saliency_PTY'>
13,True,-0.005949433783208667,SG,True,Saliency_PTY'>
14,True,-0.09088834142820387,SG,True,Saliency_PTY'>
15,True,0.1835677719186107,SG,True,Saliency_PTY'>
16,True,-0.08157988224259771,SG,True,Saliency_PTY'>
17,True,-0.14085378558145834,SG,True,Saliency_PTY'>
18,True,-0.0664095813759461,SG,True,Saliency_PTY'>
19,True,0.05264313102697699,SG,True,Saliency_PTY'>
