,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.034045621409696865,authentic_opposing_information,100,TSEvo'>
1,True,0.0668038672595176,authentic_opposing_information,100,TSEvo'>
2,True,-0.010189571570850956,authentic_opposing_information,100,TSEvo'>
3,True,-0.21592100935634073,authentic_opposing_information,100,TSEvo'>
4,True,0.07104568370565688,authentic_opposing_information,100,TSEvo'>
5,True,-0.16622717561296207,authentic_opposing_information,100,TSEvo'>
6,True,-0.03497852685786419,authentic_opposing_information,100,TSEvo'>
7,True,0.11055337284272536,authentic_opposing_information,100,TSEvo'>
8,True,0.0037841514082735863,authentic_opposing_information,100,TSEvo'>
9,True,0.1202234826327089,authentic_opposing_information,100,TSEvo'>
10,True,-0.07829777430813249,authentic_opposing_information,100,TSEvo'>
11,True,0.11705102884819743,authentic_opposing_information,100,TSEvo'>
12,True,-0.04938457458550237,authentic_opposing_information,100,TSEvo'>
13,True,-0.021025101204632322,authentic_opposing_information,100,TSEvo'>
14,True,-0.12403573078258469,authentic_opposing_information,100,TSEvo'>
15,True,-0.03063637058620975,authentic_opposing_information,100,TSEvo'>
16,True,0.20426829257192158,authentic_opposing_information,100,TSEvo'>
17,True,0.002893739223046646,authentic_opposing_information,100,TSEvo'>
18,True,-0.1247007985594183,authentic_opposing_information,100,TSEvo'>
19,True,0.2577423914385724,authentic_opposing_information,100,TSEvo'>
