,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.09300445559478536,FO,False,Saliency_PTY'>
1,True,0.21133394253936896,FO,False,Saliency_PTY'>
2,True,0.10618058461824728,FO,False,Saliency_PTY'>
3,True,0.2119949375448565,FO,False,Saliency_PTY'>
4,True,0.055729430771155976,FO,False,Saliency_PTY'>
5,True,-0.0693989273344012,FO,False,Saliency_PTY'>
6,True,0.14343967744494482,FO,False,Saliency_PTY'>
7,True,0.025117672454652303,FO,False,Saliency_PTY'>
8,True,0.15579459467880225,FO,False,Saliency_PTY'>
9,True,0.10050488494672817,FO,False,Saliency_PTY'>
10,True,-0.1608718274206926,FO,False,Saliency_PTY'>
11,True,0.06838504579166214,FO,False,Saliency_PTY'>
12,True,0.07340238773454989,FO,False,Saliency_PTY'>
13,True,0.06762160697922867,FO,False,Saliency_PTY'>
14,True,0.06078989542095958,FO,False,Saliency_PTY'>
15,True,-0.039746301595059194,FO,False,Saliency_PTY'>
16,True,0.054917700090614224,FO,False,Saliency_PTY'>
17,True,-0.21394748610056513,FO,False,Saliency_PTY'>
18,True,0.23650574684094094,FO,False,Saliency_PTY'>
19,True,0.09346043129919303,FO,False,Saliency_PTY'>
