,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.013198432870519881,IG,True,Saliency_PTY'>
1,True,-0.21404268914752503,IG,True,Saliency_PTY'>
2,True,0.39802265074636345,IG,True,Saliency_PTY'>
3,True,0.4508120827635704,IG,True,Saliency_PTY'>
4,True,-0.7050801111762606,IG,True,Saliency_PTY'>
5,True,-0.45647055093973904,IG,True,Saliency_PTY'>
6,True,-0.07951845528196531,IG,True,Saliency_PTY'>
7,True,-0.5735599582022818,IG,True,Saliency_PTY'>
8,True,-0.20309962954436517,IG,True,Saliency_PTY'>
9,True,-0.5567921442173025,IG,True,Saliency_PTY'>
10,True,-0.27968984150810405,IG,True,Saliency_PTY'>
11,True,0.4911466503695174,IG,True,Saliency_PTY'>
12,True,-0.6209402073114784,IG,True,Saliency_PTY'>
13,True,0.5011608405959085,IG,True,Saliency_PTY'>
14,True,0.5863976256138818,IG,True,Saliency_PTY'>
15,True,0.03221764455178183,IG,True,Saliency_PTY'>
16,True,0.5158576486188466,IG,True,Saliency_PTY'>
17,True,-0.06337724710086433,IG,True,Saliency_PTY'>
18,True,0.2377524983803143,IG,True,Saliency_PTY'>
19,True,-0.1989177034735593,IG,True,Saliency_PTY'>
