,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.14832038971679357,GS,True,Saliency_PTY'>
1,True,-0.14704928992327967,GS,True,Saliency_PTY'>
2,True,0.18956698044078496,GS,True,Saliency_PTY'>
3,True,0.08026244965696903,GS,True,Saliency_PTY'>
4,True,0.06830561639294727,GS,True,Saliency_PTY'>
5,True,-0.038521785614075106,GS,True,Saliency_PTY'>
6,True,0.061707188688101204,GS,True,Saliency_PTY'>
7,True,0.05682204181397671,GS,True,Saliency_PTY'>
8,True,0.010384255236811224,GS,True,Saliency_PTY'>
9,True,-0.13315793591577396,GS,True,Saliency_PTY'>
10,True,-0.13938380570254433,GS,True,Saliency_PTY'>
11,True,0.03609198282497572,GS,True,Saliency_PTY'>
12,True,-0.04466830051741,GS,True,Saliency_PTY'>
13,True,0.010299940727313415,GS,True,Saliency_PTY'>
14,True,-0.1355418373653049,GS,True,Saliency_PTY'>
15,True,0.048132030785407495,GS,True,Saliency_PTY'>
16,True,-0.05069463960361055,GS,True,Saliency_PTY'>
17,True,0.14950861465284312,GS,True,Saliency_PTY'>
18,True,-0.16344049538477956,GS,True,Saliency_PTY'>
19,True,-0.03513844780086713,GS,True,Saliency_PTY'>
