,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,,authentic_opposing_information,100,TSEvo'>
1,True,-0.10831063614527044,authentic_opposing_information,100,TSEvo'>
2,True,0.0855437458892942,authentic_opposing_information,100,TSEvo'>
3,True,,authentic_opposing_information,100,TSEvo'>
4,True,-0.0017053635481604854,authentic_opposing_information,100,TSEvo'>
5,True,,authentic_opposing_information,100,TSEvo'>
6,True,,authentic_opposing_information,100,TSEvo'>
7,True,,authentic_opposing_information,100,TSEvo'>
8,True,,authentic_opposing_information,100,TSEvo'>
9,True,-0.11757609812825587,authentic_opposing_information,100,TSEvo'>
10,True,,authentic_opposing_information,100,TSEvo'>
11,True,,authentic_opposing_information,100,TSEvo'>
12,True,-0.06779967460792082,authentic_opposing_information,100,TSEvo'>
13,True,0.1363427694296485,authentic_opposing_information,100,TSEvo'>
14,True,,authentic_opposing_information,100,TSEvo'>
15,True,,authentic_opposing_information,100,TSEvo'>
16,True,0.07088588492635146,authentic_opposing_information,100,TSEvo'>
17,True,0.09510319487982892,authentic_opposing_information,100,TSEvo'>
18,True,0.08603470309509577,authentic_opposing_information,100,TSEvo'>
19,True,0.06951957859672235,authentic_opposing_information,100,TSEvo'>
