,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,,GRAD,False,Saliency_PTY'>
1,True,,GRAD,False,Saliency_PTY'>
2,True,,GRAD,False,Saliency_PTY'>
3,True,,GRAD,False,Saliency_PTY'>
4,True,,GRAD,False,Saliency_PTY'>
5,True,,GRAD,False,Saliency_PTY'>
6,True,,GRAD,False,Saliency_PTY'>
7,True,,GRAD,False,Saliency_PTY'>
8,True,,GRAD,False,Saliency_PTY'>
9,True,,GRAD,False,Saliency_PTY'>
10,True,,GRAD,False,Saliency_PTY'>
11,True,,GRAD,False,Saliency_PTY'>
12,True,,GRAD,False,Saliency_PTY'>
13,True,,GRAD,False,Saliency_PTY'>
14,True,,GRAD,False,Saliency_PTY'>
15,True,,GRAD,False,Saliency_PTY'>
16,True,,GRAD,False,Saliency_PTY'>
17,True,,GRAD,False,Saliency_PTY'>
18,True,,GRAD,False,Saliency_PTY'>
19,True,,GRAD,False,Saliency_PTY'>
