,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.1218515802706006,GS,True,Saliency_PTY'>
1,True,0.12631317781345364,GS,True,Saliency_PTY'>
2,True,0.053248280300569356,GS,True,Saliency_PTY'>
3,True,0.1488915879774173,GS,True,Saliency_PTY'>
4,True,-0.08605062303600311,GS,True,Saliency_PTY'>
5,True,-0.15392098760614809,GS,True,Saliency_PTY'>
6,True,0.018419235785874233,GS,True,Saliency_PTY'>
7,True,0.051257429367888796,GS,True,Saliency_PTY'>
8,True,-0.07363528946271032,GS,True,Saliency_PTY'>
9,True,0.14819297062137052,GS,True,Saliency_PTY'>
10,True,-0.01582644889337624,GS,True,Saliency_PTY'>
11,True,0.06727199134915181,GS,True,Saliency_PTY'>
12,True,0.12596709286507587,GS,True,Saliency_PTY'>
13,True,-0.06092429711275482,GS,True,Saliency_PTY'>
14,True,0.12831016660872324,GS,True,Saliency_PTY'>
15,True,-0.12805313840501328,GS,True,Saliency_PTY'>
16,True,-0.18866718204170002,GS,True,Saliency_PTY'>
17,True,-0.1889737640473258,GS,True,Saliency_PTY'>
18,True,-0.031121338112140365,GS,True,Saliency_PTY'>
19,True,0.0002475289932982712,GS,True,Saliency_PTY'>
