,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.14204200564972072,FO,True,Saliency_PTY'>
1,True,-0.020823461842509203,FO,True,Saliency_PTY'>
2,True,,FO,True,Saliency_PTY'>
3,True,,FO,True,Saliency_PTY'>
4,True,,FO,True,Saliency_PTY'>
5,True,-0.31234883751257364,FO,True,Saliency_PTY'>
6,True,-0.14374129898420948,FO,True,Saliency_PTY'>
7,True,-0.019454734530202987,FO,True,Saliency_PTY'>
8,True,,FO,True,Saliency_PTY'>
9,True,,FO,True,Saliency_PTY'>
10,True,,FO,True,Saliency_PTY'>
11,True,-0.2109777912512206,FO,True,Saliency_PTY'>
12,True,,FO,True,Saliency_PTY'>
13,True,-0.18086379318821896,FO,True,Saliency_PTY'>
14,True,,FO,True,Saliency_PTY'>
15,True,,FO,True,Saliency_PTY'>
16,True,,FO,True,Saliency_PTY'>
17,True,,FO,True,Saliency_PTY'>
18,True,,FO,True,Saliency_PTY'>
19,True,,FO,True,Saliency_PTY'>
