,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.141544336760001,SG,False,Saliency_PTY'>
1,True,0.6528084538069343,SG,False,Saliency_PTY'>
2,True,0.5223200769288704,SG,False,Saliency_PTY'>
3,True,-0.23464995173432662,SG,False,Saliency_PTY'>
4,True,0.47616489958553254,SG,False,Saliency_PTY'>
5,True,-0.1519017050492402,SG,False,Saliency_PTY'>
6,True,-0.006941077176282291,SG,False,Saliency_PTY'>
7,True,0.07846429285756408,SG,False,Saliency_PTY'>
8,True,0.04110693110278894,SG,False,Saliency_PTY'>
9,True,-0.2255551643184189,SG,False,Saliency_PTY'>
10,True,0.611452498234178,SG,False,Saliency_PTY'>
11,True,0.19187751932464941,SG,False,Saliency_PTY'>
12,True,0.6106103561435743,SG,False,Saliency_PTY'>
13,True,0.198839688096052,SG,False,Saliency_PTY'>
14,True,-0.06539333032211156,SG,False,Saliency_PTY'>
15,True,-0.20806948496496847,SG,False,Saliency_PTY'>
16,True,0.4943553469985615,SG,False,Saliency_PTY'>
17,True,-0.05006288983711178,SG,False,Saliency_PTY'>
18,True,0.522459716725585,SG,False,Saliency_PTY'>
19,True,0.6461622386455133,SG,False,Saliency_PTY'>
