,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.08447472712532841,IG,False,Saliency_PTY'>
1,True,-0.3983082185730443,IG,False,Saliency_PTY'>
2,True,0.020903064447749527,IG,False,Saliency_PTY'>
3,True,0.15142477461825862,IG,False,Saliency_PTY'>
4,True,,IG,False,Saliency_PTY'>
5,True,,IG,False,Saliency_PTY'>
6,True,,IG,False,Saliency_PTY'>
7,True,,IG,False,Saliency_PTY'>
8,True,,IG,False,Saliency_PTY'>
9,True,,IG,False,Saliency_PTY'>
10,True,,IG,False,Saliency_PTY'>
11,True,,IG,False,Saliency_PTY'>
12,True,,IG,False,Saliency_PTY'>
13,True,,IG,False,Saliency_PTY'>
14,True,0.11027888876277629,IG,False,Saliency_PTY'>
15,True,,IG,False,Saliency_PTY'>
16,True,,IG,False,Saliency_PTY'>
17,True,,IG,False,Saliency_PTY'>
18,True,,IG,False,Saliency_PTY'>
19,True,-0.06818298850056102,IG,False,Saliency_PTY'>
