,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.13110746036457896,authentic_opposing_information,100,TSEvo'>
1,True,0.11505353565422041,authentic_opposing_information,100,TSEvo'>
2,True,0.026131769526898503,authentic_opposing_information,100,TSEvo'>
3,True,0.048996837438766816,authentic_opposing_information,100,TSEvo'>
4,True,-0.044182165930186354,authentic_opposing_information,100,TSEvo'>
5,True,-0.007007867284981694,authentic_opposing_information,100,TSEvo'>
6,True,0.07355221261809514,authentic_opposing_information,100,TSEvo'>
7,True,-0.07879981446264561,authentic_opposing_information,100,TSEvo'>
8,True,-0.021567524215017134,authentic_opposing_information,100,TSEvo'>
9,True,-0.025777226540763247,authentic_opposing_information,100,TSEvo'>
10,True,0.14506743337699732,authentic_opposing_information,100,TSEvo'>
11,True,-0.013008179625094533,authentic_opposing_information,100,TSEvo'>
12,True,0.04636371203246275,authentic_opposing_information,100,TSEvo'>
13,True,-0.07337560523036217,authentic_opposing_information,100,TSEvo'>
14,True,-0.19043160925509847,authentic_opposing_information,100,TSEvo'>
15,True,0.01920676452078668,authentic_opposing_information,100,TSEvo'>
16,True,0.034479774842737586,authentic_opposing_information,100,TSEvo'>
17,True,-0.008995839923003221,authentic_opposing_information,100,TSEvo'>
18,True,0.0465879409401556,authentic_opposing_information,100,TSEvo'>
19,True,0.13362948372739725,authentic_opposing_information,100,TSEvo'>
