,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.4237568602708051,GRAD,True,Saliency_PTY'>
1,True,,GRAD,True,Saliency_PTY'>
2,True,0.004909123796339565,GRAD,True,Saliency_PTY'>
3,True,0.20626700468318104,GRAD,True,Saliency_PTY'>
4,True,,GRAD,True,Saliency_PTY'>
5,True,,GRAD,True,Saliency_PTY'>
6,True,,GRAD,True,Saliency_PTY'>
7,True,,GRAD,True,Saliency_PTY'>
8,True,,GRAD,True,Saliency_PTY'>
9,True,,GRAD,True,Saliency_PTY'>
10,True,,GRAD,True,Saliency_PTY'>
11,True,,GRAD,True,Saliency_PTY'>
12,True,,GRAD,True,Saliency_PTY'>
13,True,,GRAD,True,Saliency_PTY'>
14,True,0.0018407616749708516,GRAD,True,Saliency_PTY'>
15,True,,GRAD,True,Saliency_PTY'>
16,True,,GRAD,True,Saliency_PTY'>
17,True,,GRAD,True,Saliency_PTY'>
18,True,,GRAD,True,Saliency_PTY'>
19,True,0.2930530362750453,GRAD,True,Saliency_PTY'>
