,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,,FO,False,Saliency_PTY'>
1,True,-0.10700203646621914,FO,False,Saliency_PTY'>
2,True,-0.08066542639270255,FO,False,Saliency_PTY'>
3,True,,FO,False,Saliency_PTY'>
4,True,0.17792610095686523,FO,False,Saliency_PTY'>
5,True,,FO,False,Saliency_PTY'>
6,True,,FO,False,Saliency_PTY'>
7,True,,FO,False,Saliency_PTY'>
8,True,,FO,False,Saliency_PTY'>
9,True,-0.08762848629091746,FO,False,Saliency_PTY'>
10,True,,FO,False,Saliency_PTY'>
11,True,,FO,False,Saliency_PTY'>
12,True,0.14206711386033494,FO,False,Saliency_PTY'>
13,True,-0.05578965979218804,FO,False,Saliency_PTY'>
14,True,,FO,False,Saliency_PTY'>
15,True,,FO,False,Saliency_PTY'>
16,True,-0.10823655025198474,FO,False,Saliency_PTY'>
17,True,0.01899671862090152,FO,False,Saliency_PTY'>
18,True,0.11673837544530148,FO,False,Saliency_PTY'>
19,True,0.059750175051976,FO,False,Saliency_PTY'>
