,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.17512181919164163,FO,False,Saliency_PTY'>
1,True,-0.14702203037732728,FO,False,Saliency_PTY'>
2,True,-0.1791449519863275,FO,False,Saliency_PTY'>
3,True,-0.1200547557621621,FO,False,Saliency_PTY'>
4,True,0.043614020437278786,FO,False,Saliency_PTY'>
5,True,-0.17727450318992433,FO,False,Saliency_PTY'>
6,True,-0.07165980883809461,FO,False,Saliency_PTY'>
7,True,0.149698852854499,FO,False,Saliency_PTY'>
8,True,-0.05570405185836598,FO,False,Saliency_PTY'>
9,True,0.1484703611290744,FO,False,Saliency_PTY'>
10,True,-0.18027664299064206,FO,False,Saliency_PTY'>
11,True,0.01309592588136689,FO,False,Saliency_PTY'>
12,True,-0.24886026587364427,FO,False,Saliency_PTY'>
13,True,-0.10036684721825884,FO,False,Saliency_PTY'>
14,True,-0.025432359735853914,FO,False,Saliency_PTY'>
15,True,-0.00944652517039802,FO,False,Saliency_PTY'>
16,True,0.07346107809654605,FO,False,Saliency_PTY'>
17,True,-0.04743643529812806,FO,False,Saliency_PTY'>
18,True,-0.08190645249382253,FO,False,Saliency_PTY'>
19,True,-0.002069538512993933,FO,False,Saliency_PTY'>
