,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.2197295209374538,FO,False,Saliency_PTY'>
1,True,-0.0031689818337416868,FO,False,Saliency_PTY'>
2,True,0.023005676882321933,FO,False,Saliency_PTY'>
3,True,-0.09362222366450576,FO,False,Saliency_PTY'>
4,True,-0.10323210239766625,FO,False,Saliency_PTY'>
5,True,-0.015101441631658833,FO,False,Saliency_PTY'>
6,True,0.264290079507371,FO,False,Saliency_PTY'>
7,True,0.10807568738071896,FO,False,Saliency_PTY'>
8,True,-0.16893668768946513,FO,False,Saliency_PTY'>
9,True,-0.035228520548914115,FO,False,Saliency_PTY'>
10,True,-0.16671935190748963,FO,False,Saliency_PTY'>
11,True,0.027446718791926436,FO,False,Saliency_PTY'>
12,True,-0.062195210098406756,FO,False,Saliency_PTY'>
13,True,-0.129376792731393,FO,False,Saliency_PTY'>
14,True,-0.03336622227087423,FO,False,Saliency_PTY'>
15,True,0.05362677071501244,FO,False,Saliency_PTY'>
16,True,-0.1427447758722024,FO,False,Saliency_PTY'>
17,True,0.11049127461383611,FO,False,Saliency_PTY'>
18,True,-0.07528354616702163,FO,False,Saliency_PTY'>
19,True,0.08815077468170798,FO,False,Saliency_PTY'>
