,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.09154945551898554,IG,True,Saliency_PTY'>
1,True,0.6717198717462307,IG,True,Saliency_PTY'>
2,True,-0.1475121610647714,IG,True,Saliency_PTY'>
3,True,0.5690891199863249,IG,True,Saliency_PTY'>
4,True,0.002817901470785193,IG,True,Saliency_PTY'>
5,True,-0.28660615978547643,IG,True,Saliency_PTY'>
6,True,0.11981490215620959,IG,True,Saliency_PTY'>
7,True,-0.1583394651976614,IG,True,Saliency_PTY'>
8,True,-0.23854023526264487,IG,True,Saliency_PTY'>
9,True,0.04091165019824508,IG,True,Saliency_PTY'>
10,True,0.4454043348319702,IG,True,Saliency_PTY'>
11,True,0.28125836477607274,IG,True,Saliency_PTY'>
12,True,0.037208178318244835,IG,True,Saliency_PTY'>
13,True,-0.02189866560978679,IG,True,Saliency_PTY'>
14,True,0.4506735613956771,IG,True,Saliency_PTY'>
15,True,0.38481551086905463,IG,True,Saliency_PTY'>
16,True,0.35504324033099127,IG,True,Saliency_PTY'>
17,True,0.0468628215086603,IG,True,Saliency_PTY'>
18,True,-0.06932124618182343,IG,True,Saliency_PTY'>
19,True,-0.014534966628914485,IG,True,Saliency_PTY'>
