,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.13019050483147765,IG,True,Saliency_PTY'>
1,True,-0.016249374250264376,IG,True,Saliency_PTY'>
2,True,,IG,True,Saliency_PTY'>
3,True,,IG,True,Saliency_PTY'>
4,True,,IG,True,Saliency_PTY'>
5,True,-0.4437165117431986,IG,True,Saliency_PTY'>
6,True,0.12707922273248054,IG,True,Saliency_PTY'>
7,True,-0.11984328249091915,IG,True,Saliency_PTY'>
8,True,,IG,True,Saliency_PTY'>
9,True,,IG,True,Saliency_PTY'>
10,True,,IG,True,Saliency_PTY'>
11,True,0.0536006786368097,IG,True,Saliency_PTY'>
12,True,,IG,True,Saliency_PTY'>
13,True,,IG,True,Saliency_PTY'>
14,True,,IG,True,Saliency_PTY'>
15,True,,IG,True,Saliency_PTY'>
16,True,,IG,True,Saliency_PTY'>
17,True,,IG,True,Saliency_PTY'>
18,True,,IG,True,Saliency_PTY'>
19,True,,IG,True,Saliency_PTY'>
