,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.05556429115550281,authentic_opposing_information,100,TSEvo'>
1,True,0.1630825846974696,authentic_opposing_information,100,TSEvo'>
2,True,-0.05180100551962276,authentic_opposing_information,100,TSEvo'>
3,True,0.13458341511785746,authentic_opposing_information,100,TSEvo'>
4,True,0.08915572489687908,authentic_opposing_information,100,TSEvo'>
5,True,0.059966761304961834,authentic_opposing_information,100,TSEvo'>
6,True,-0.00797091225712912,authentic_opposing_information,100,TSEvo'>
7,True,0.16661160242218725,authentic_opposing_information,100,TSEvo'>
8,True,0.06295066426820883,authentic_opposing_information,100,TSEvo'>
9,True,0.001379723274387367,authentic_opposing_information,100,TSEvo'>
10,True,0.2660681200084389,authentic_opposing_information,100,TSEvo'>
11,True,0.11531266727909217,authentic_opposing_information,100,TSEvo'>
12,True,0.017582748857205267,authentic_opposing_information,100,TSEvo'>
13,True,0.04302859771725644,authentic_opposing_information,100,TSEvo'>
14,True,-0.14990357885294797,authentic_opposing_information,100,TSEvo'>
15,True,0.053831724282942445,authentic_opposing_information,100,TSEvo'>
16,True,0.0447982254544678,authentic_opposing_information,100,TSEvo'>
17,True,0.03188610363876498,authentic_opposing_information,100,TSEvo'>
18,True,0.05061494158869821,authentic_opposing_information,100,TSEvo'>
19,True,0.20207256808983012,authentic_opposing_information,100,TSEvo'>
