,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.04850981467272863,authentic_opposing_information,100,TSEvo'>
1,True,-0.01578382294203064,authentic_opposing_information,100,TSEvo'>
2,True,-0.14153148990129671,authentic_opposing_information,100,TSEvo'>
3,True,0.0049772166678339206,authentic_opposing_information,100,TSEvo'>
4,True,0.09383075725434686,authentic_opposing_information,100,TSEvo'>
5,True,-0.05663320745796713,authentic_opposing_information,100,TSEvo'>
6,True,-0.027487168050558952,authentic_opposing_information,100,TSEvo'>
7,True,0.10295456187241671,authentic_opposing_information,100,TSEvo'>
8,True,0.12766114680645482,authentic_opposing_information,100,TSEvo'>
9,True,-0.18772641333520484,authentic_opposing_information,100,TSEvo'>
10,True,0.046588160568790386,authentic_opposing_information,100,TSEvo'>
11,True,-0.0802909794119977,authentic_opposing_information,100,TSEvo'>
12,True,0.2698790978947969,authentic_opposing_information,100,TSEvo'>
13,True,-0.07590650089527864,authentic_opposing_information,100,TSEvo'>
14,True,0.0873414298898957,authentic_opposing_information,100,TSEvo'>
15,True,0.029705122172747053,authentic_opposing_information,100,TSEvo'>
16,True,0.11897174821087424,authentic_opposing_information,100,TSEvo'>
17,True,0.04937369451723001,authentic_opposing_information,100,TSEvo'>
18,True,-0.020583839934576898,authentic_opposing_information,100,TSEvo'>
19,True,-0.027471220140874,authentic_opposing_information,100,TSEvo'>
