,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,-0.11192834892838706,authentic_opposing_information,100,TSEvo'>
1,True,0.3578808747304428,authentic_opposing_information,100,TSEvo'>
2,True,0.2641154223752187,authentic_opposing_information,100,TSEvo'>
3,True,-0.04789991486409873,authentic_opposing_information,100,TSEvo'>
4,True,0.23697364495784234,authentic_opposing_information,100,TSEvo'>
5,True,-0.08018724725174677,authentic_opposing_information,100,TSEvo'>
6,True,-0.17590418640310107,authentic_opposing_information,100,TSEvo'>
7,True,-0.2226788956189926,authentic_opposing_information,100,TSEvo'>
8,True,-0.10792300665896602,authentic_opposing_information,100,TSEvo'>
9,True,-0.4273497214015368,authentic_opposing_information,100,TSEvo'>
10,True,0.33551119779260175,authentic_opposing_information,100,TSEvo'>
11,True,-0.030606842795015642,authentic_opposing_information,100,TSEvo'>
12,True,0.3084727885894154,authentic_opposing_information,100,TSEvo'>
13,True,-0.19284544667875486,authentic_opposing_information,100,TSEvo'>
14,True,-0.16048111975577845,authentic_opposing_information,100,TSEvo'>
15,True,-0.22780076119865394,authentic_opposing_information,100,TSEvo'>
16,True,0.29766454604990733,authentic_opposing_information,100,TSEvo'>
17,True,-0.2629433876193874,authentic_opposing_information,100,TSEvo'>
18,True,0.23456597377679514,authentic_opposing_information,100,TSEvo'>
19,True,0.2510011001128894,authentic_opposing_information,100,TSEvo'>
