,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,,GRAD,True,Saliency_PTY'>
1,True,,GRAD,True,Saliency_PTY'>
2,True,,GRAD,True,Saliency_PTY'>
3,True,-0.09962130788968045,GRAD,True,Saliency_PTY'>
4,True,-0.0601638135602241,GRAD,True,Saliency_PTY'>
5,True,-0.053913849645855424,GRAD,True,Saliency_PTY'>
6,True,-0.056565514006667435,GRAD,True,Saliency_PTY'>
7,True,,GRAD,True,Saliency_PTY'>
8,True,,GRAD,True,Saliency_PTY'>
9,True,,GRAD,True,Saliency_PTY'>
10,True,,GRAD,True,Saliency_PTY'>
11,True,-0.07455936175691995,GRAD,True,Saliency_PTY'>
12,True,,GRAD,True,Saliency_PTY'>
13,True,,GRAD,True,Saliency_PTY'>
14,True,,GRAD,True,Saliency_PTY'>
15,True,,GRAD,True,Saliency_PTY'>
16,True,,GRAD,True,Saliency_PTY'>
17,True,,GRAD,True,Saliency_PTY'>
18,True,,GRAD,True,Saliency_PTY'>
19,True,-0.05272208209306558,GRAD,True,Saliency_PTY'>
