,monoton_synthetic,faithfulness_correlation_synthetic_flex,transformer,epochs,explanation
0,True,0.0128140879001087,authentic_opposing_information,100,TSEvo'>
1,True,0.07574405483780725,authentic_opposing_information,100,TSEvo'>
2,True,0.034459197494297274,authentic_opposing_information,100,TSEvo'>
3,True,-0.06501502846375555,authentic_opposing_information,100,TSEvo'>
4,True,0.23148940640064675,authentic_opposing_information,100,TSEvo'>
5,True,0.00019088512975032508,authentic_opposing_information,100,TSEvo'>
6,True,0.0532448453136563,authentic_opposing_information,100,TSEvo'>
7,True,-0.02335254326529503,authentic_opposing_information,100,TSEvo'>
8,True,0.2559991746899939,authentic_opposing_information,100,TSEvo'>
9,True,-0.23102259650811519,authentic_opposing_information,100,TSEvo'>
10,True,0.1413062416157921,authentic_opposing_information,100,TSEvo'>
11,True,0.007231773421201168,authentic_opposing_information,100,TSEvo'>
12,True,-0.11772468989717769,authentic_opposing_information,100,TSEvo'>
13,True,0.05027723757174521,authentic_opposing_information,100,TSEvo'>
14,True,-0.03117142385891159,authentic_opposing_information,100,TSEvo'>
15,True,-0.004113811161205004,authentic_opposing_information,100,TSEvo'>
16,True,0.1282511614273119,authentic_opposing_information,100,TSEvo'>
17,True,0.06824530801665314,authentic_opposing_information,100,TSEvo'>
18,True,-0.11282299712405838,authentic_opposing_information,100,TSEvo'>
19,True,0.05767185248122052,authentic_opposing_information,100,TSEvo'>
