,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.013063892383601507,GS,True,Saliency_PTY'>
1,True,0.0005116194494078392,GS,True,Saliency_PTY'>
2,True,0.036940642624540276,GS,True,Saliency_PTY'>
3,True,0.002235423925149026,GS,True,Saliency_PTY'>
4,True,-0.1445054278687896,GS,True,Saliency_PTY'>
5,True,-0.17389840126485634,GS,True,Saliency_PTY'>
6,True,0.14383319837336253,GS,True,Saliency_PTY'>
7,True,0.08900754335512356,GS,True,Saliency_PTY'>
8,True,0.08170242664078618,GS,True,Saliency_PTY'>
9,True,0.055440538523862284,GS,True,Saliency_PTY'>
10,True,0.1283200371450656,GS,True,Saliency_PTY'>
11,True,-0.08573953127196726,GS,True,Saliency_PTY'>
12,True,-0.3370254803326923,GS,True,Saliency_PTY'>
13,True,0.021913708723238244,GS,True,Saliency_PTY'>
14,True,-0.045673037907673145,GS,True,Saliency_PTY'>
15,True,0.05289529010532847,GS,True,Saliency_PTY'>
16,True,0.03599817501344512,GS,True,Saliency_PTY'>
17,True,0.011754767090967155,GS,True,Saliency_PTY'>
18,True,0.03677272047338495,GS,True,Saliency_PTY'>
19,True,0.04984167792959979,GS,True,Saliency_PTY'>
