,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.3174912606230652,FO,True,Saliency_PTY'>
1,True,-0.14525739339557994,FO,True,Saliency_PTY'>
2,True,-0.06401834245872634,FO,True,Saliency_PTY'>
3,True,-0.34151369737933557,FO,True,Saliency_PTY'>
4,True,0.035969388677840865,FO,True,Saliency_PTY'>
5,True,0.13757204103957385,FO,True,Saliency_PTY'>
6,True,0.45084846841696496,FO,True,Saliency_PTY'>
7,True,0.10032233221628258,FO,True,Saliency_PTY'>
8,True,0.22969362914289493,FO,True,Saliency_PTY'>
9,True,0.18685922068232616,FO,True,Saliency_PTY'>
10,True,0.400358905500219,FO,True,Saliency_PTY'>
11,True,-0.4168205081104542,FO,True,Saliency_PTY'>
12,True,0.0040087804645235125,FO,True,Saliency_PTY'>
13,True,-0.14021722090174366,FO,True,Saliency_PTY'>
14,True,0.07716225174593047,FO,True,Saliency_PTY'>
15,True,0.02552190096485691,FO,True,Saliency_PTY'>
16,True,-0.3028661409014441,FO,True,Saliency_PTY'>
17,True,-0.09683621609576393,FO,True,Saliency_PTY'>
18,True,0.2168375252691412,FO,True,Saliency_PTY'>
19,True,-0.010769139950800751,FO,True,Saliency_PTY'>
