,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,0.2471893170683249,IG,True,Saliency_PTY'>
1,True,-0.006832816779828471,IG,True,Saliency_PTY'>
2,True,0.01853748630085578,IG,True,Saliency_PTY'>
3,True,0.07761584270611972,IG,True,Saliency_PTY'>
4,True,-0.02515381785033475,IG,True,Saliency_PTY'>
5,True,0.07501878280398075,IG,True,Saliency_PTY'>
6,True,0.10469613600913698,IG,True,Saliency_PTY'>
7,True,0.1930390722918667,IG,True,Saliency_PTY'>
8,True,-0.04467132059114071,IG,True,Saliency_PTY'>
9,True,0.3414750996634941,IG,True,Saliency_PTY'>
10,True,0.09362737204706684,IG,True,Saliency_PTY'>
11,True,-0.018813074265784338,IG,True,Saliency_PTY'>
12,True,-0.018972491173944218,IG,True,Saliency_PTY'>
13,True,0.05383642710458106,IG,True,Saliency_PTY'>
14,True,0.011940534374180082,IG,True,Saliency_PTY'>
15,True,-0.09381782913230301,IG,True,Saliency_PTY'>
16,True,-0.08951768155853376,IG,True,Saliency_PTY'>
17,True,-0.10647589257755034,IG,True,Saliency_PTY'>
18,True,0.06244553186839064,IG,True,Saliency_PTY'>
19,True,0.06628880539222998,IG,True,Saliency_PTY'>
