,monoton_synthetic,faithfulness_correlation_synthetic_flex,method,tsr,explanation
0,True,-0.05610428697897529,FO,False,Saliency_PTY'>
1,True,-0.037057502322413394,FO,False,Saliency_PTY'>
2,True,0.08518774758127437,FO,False,Saliency_PTY'>
3,True,-0.05533563793505054,FO,False,Saliency_PTY'>
4,True,0.0897057965307916,FO,False,Saliency_PTY'>
5,True,0.11187801735061265,FO,False,Saliency_PTY'>
6,True,0.05243311820978167,FO,False,Saliency_PTY'>
7,True,-0.2813883183654404,FO,False,Saliency_PTY'>
8,True,0.16026662156234442,FO,False,Saliency_PTY'>
9,True,-0.051551644001347624,FO,False,Saliency_PTY'>
10,True,0.1499883897858924,FO,False,Saliency_PTY'>
11,True,-0.1449100840913202,FO,False,Saliency_PTY'>
12,True,0.013693806739102754,FO,False,Saliency_PTY'>
13,True,0.07605573436362484,FO,False,Saliency_PTY'>
14,True,-0.04595185921472366,FO,False,Saliency_PTY'>
15,True,-0.1187515341851372,FO,False,Saliency_PTY'>
16,True,-0.10192429509155321,FO,False,Saliency_PTY'>
17,True,-0.013314389173994039,FO,False,Saliency_PTY'>
18,True,0.1934620280532803,FO,False,Saliency_PTY'>
19,True,0.14416682455927984,FO,False,Saliency_PTY'>
