,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.04583333333333333,0.03076234932775927,0.1377230825958702,authentic_opposing_information,100,TSEvo'>
1,False,0.0,0.03063886293942889,0.13208056784660768,authentic_opposing_information,100,TSEvo'>
2,False,0.4166666666666667,0.14590434547807177,0.8447446533923303,authentic_opposing_information,100,TSEvo'>
3,True,0.0375,0.026281567895268164,0.11951696165191741,authentic_opposing_information,100,TSEvo'>
4,True,0.14166666666666666,0.06198563251491341,0.3017929572271386,authentic_opposing_information,100,TSEvo'>
5,False,0.004166666666666667,0.03973767643338596,0.1771976401179941,authentic_opposing_information,100,TSEvo'>
6,True,0.49583333333333335,0.15024394048252498,0.8352332227138644,authentic_opposing_information,100,TSEvo'>
7,False,0.008333333333333333,0.03693365838490237,0.1603834808259587,authentic_opposing_information,100,TSEvo'>
8,False,0.45,0.13802326715910576,0.7031406710914454,authentic_opposing_information,100,TSEvo'>
9,True,0.15416666666666667,0.05195542650742638,0.24765117994100297,authentic_opposing_information,100,TSEvo'>
10,False,0.0,0.018108557581735064,0.07189620206489677,authentic_opposing_information,100,TSEvo'>
11,True,0.6291666666666667,0.15465485976021542,0.8613311209439528,authentic_opposing_information,100,TSEvo'>
12,True,0.1625,0.05514152498811646,0.2733997050147493,authentic_opposing_information,100,TSEvo'>
13,False,0.041666666666666664,0.018270504899717124,0.09268713126843656,authentic_opposing_information,100,TSEvo'>
14,True,0.4041666666666667,0.14695451742367194,0.8411559734513274,authentic_opposing_information,100,TSEvo'>
15,True,0.44166666666666665,0.14848249015455112,0.8555005530973452,authentic_opposing_information,100,TSEvo'>
16,True,0.4375,0.14744788612245105,0.8582715707964602,authentic_opposing_information,100,TSEvo'>
17,True,0.15,0.05385193115696598,0.2528327802359882,authentic_opposing_information,100,TSEvo'>
18,True,0.7041666666666667,0.16587915599244238,0.9227830014749262,authentic_opposing_information,100,TSEvo'>
19,True,0.7041666666666667,0.16599653005262358,0.9165486725663716,authentic_opposing_information,100,TSEvo'>
