,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.2708333333333333,0.12929009229144417,0.6956379056047197,authentic_opposing_information,100,TSEvo'>
1,False,0.0625,0.0681475852895834,0.33427636430678465,authentic_opposing_information,100,TSEvo'>
2,False,0.07083333333333333,0.06538277274199437,0.3232992256637168,authentic_opposing_information,100,TSEvo'>
3,True,0.0375,0.06949293915302121,0.34693307522123895,authentic_opposing_information,100,TSEvo'>
4,True,0.13333333333333333,0.08118538114871382,0.4138283554572272,authentic_opposing_information,100,TSEvo'>
5,True,0.10833333333333334,0.07506504651866933,0.3786384587020649,authentic_opposing_information,100,TSEvo'>
6,False,0.08333333333333333,0.06944055758715195,0.3497511061946903,authentic_opposing_information,100,TSEvo'>
7,False,0.22083333333333333,0.1243532122585182,0.6659033923303834,authentic_opposing_information,100,TSEvo'>
8,False,0.029166666666666667,0.06430138317328511,0.3159448746312684,authentic_opposing_information,100,TSEvo'>
9,False,0.016666666666666666,0.06136607118619421,0.3042441002949852,authentic_opposing_information,100,TSEvo'>
10,True,0.2375,0.1247362100709263,0.6744782448377582,authentic_opposing_information,100,TSEvo'>
11,True,0.075,0.07124917971634634,0.37014196165191743,authentic_opposing_information,100,TSEvo'>
12,False,0.14583333333333334,0.08464250599173936,0.431537610619469,authentic_opposing_information,100,TSEvo'>
13,True,0.04583333333333333,0.06789774025850243,0.3390910766961652,authentic_opposing_information,100,TSEvo'>
14,True,0.225,0.12536420644269144,0.6703346238938053,authentic_opposing_information,100,TSEvo'>
15,True,0.24166666666666667,0.13074491173070088,0.7091316371681415,authentic_opposing_information,100,TSEvo'>
16,True,0.07916666666666666,0.07457822114258211,0.3712223451327433,authentic_opposing_information,100,TSEvo'>
17,False,0.10833333333333334,0.07525010396713712,0.3842468657817109,authentic_opposing_information,100,TSEvo'>
18,False,0.225,0.12766527004343806,0.6919303097345133,authentic_opposing_information,100,TSEvo'>
19,True,0.2625,0.13136200733448755,0.7074511430678466,authentic_opposing_information,100,TSEvo'>
