,Pointing,Relevance Rank,Relevance Mass,AuC,method,tsr,explanation
0,True,0.09777777777777778,0.2690982920732511,0.5373626373626373,FO,False,Saliency_PTY'>
1,True,0.22666666666666666,0.2660907136237548,0.49487179487179483,FO,False,Saliency_PTY'>
2,True,0.06666666666666667,0.10540822346499577,0.5095238095238095,FO,False,Saliency_PTY'>
3,False,0.06666666666666667,0.08519659868360391,0.5139194139194139,FO,False,Saliency_PTY'>
4,False,0.04888888888888889,0.07356796289677628,0.49926739926739927,FO,False,Saliency_PTY'>
5,False,0.06666666666666667,0.07769157210004686,0.4699633699633699,FO,False,Saliency_PTY'>
6,False,0.09777777777777778,0.09394259881913625,0.5051282051282051,FO,False,Saliency_PTY'>
7,True,0.29777777777777775,0.29721441918820335,0.6501831501831501,FO,False,Saliency_PTY'>
8,True,0.13333333333333333,0.1423600222168528,0.5725274725274726,FO,False,Saliency_PTY'>
9,False,0.10222222222222223,0.10076731500421295,0.5622710622710623,FO,False,Saliency_PTY'>
10,True,0.24,0.22677233359473015,0.6120879120879121,FO,False,Saliency_PTY'>
11,True,0.13333333333333333,0.0946486259332674,0.49487179487179483,FO,False,Saliency_PTY'>
12,True,0.2,0.21491966302491333,0.595970695970696,FO,False,Saliency_PTY'>
13,False,0.06666666666666667,0.06053505541342104,0.38791208791208787,FO,False,Saliency_PTY'>
14,False,0.0,0.06644147607652356,0.4802197802197802,FO,False,Saliency_PTY'>
15,False,0.0,0.06509277985583282,0.4597069597069597,FO,False,Saliency_PTY'>
16,True,0.2311111111111111,0.16804662820264898,0.5754578754578754,FO,False,Saliency_PTY'>
17,False,0.17333333333333334,0.10885502370406815,0.5622710622710623,FO,False,Saliency_PTY'>
18,False,0.06666666666666667,0.0926950049164483,0.7146520146520147,FO,False,Saliency_PTY'>
19,False,0.04,0.10079949996715892,0.5549450549450549,FO,False,Saliency_PTY'>
