,Pointing,Relevance Rank,Relevance Mass,AuC,transformer,epochs,explanation
0,False,0.39666666666666667,0.3696722570878727,0.5314125000000001,authentic_opposing_information,100,TSEvo'>
1,True,0.5855555555555556,0.4324860072381921,0.7043201388888889,authentic_opposing_information,100,TSEvo'>
2,True,0.6011111111111112,0.4428990876874809,0.7615940972222222,authentic_opposing_information,100,TSEvo'>
3,False,0.3011111111111111,0.3380377343343659,0.4454440972222222,authentic_opposing_information,100,TSEvo'>
4,True,0.5211111111111111,0.4050436207532295,0.6146100694444443,authentic_opposing_information,100,TSEvo'>
5,True,0.6188888888888889,0.44043150306998796,0.7671711805555557,authentic_opposing_information,100,TSEvo'>
6,True,0.6533333333333333,0.4636294676149581,0.8077725694444445,authentic_opposing_information,100,TSEvo'>
7,False,0.30333333333333334,0.3105380470556228,0.394478125,authentic_opposing_information,100,TSEvo'>
8,False,0.5555555555555556,0.4266770322516942,0.6918663194444444,authentic_opposing_information,100,TSEvo'>
9,False,0.34444444444444444,0.35330153416637083,0.4880701388888889,authentic_opposing_information,100,TSEvo'>
10,True,0.5844444444444444,0.4286608885259614,0.6863479166666666,authentic_opposing_information,100,TSEvo'>
11,True,0.5722222222222222,0.438845713343065,0.7266815972222223,authentic_opposing_information,100,TSEvo'>
12,True,0.3,0.32082858472959774,0.4134298611111111,authentic_opposing_information,100,TSEvo'>
13,True,0.6066666666666667,0.43835464065669066,0.7069659722222221,authentic_opposing_information,100,TSEvo'>
14,True,0.5222222222222223,0.4177538078198359,0.6375746527777777,authentic_opposing_information,100,TSEvo'>
15,True,0.5822222222222222,0.4308741504731464,0.6974475694444445,authentic_opposing_information,100,TSEvo'>
16,True,0.37333333333333335,0.36243113321611575,0.5126694444444444,authentic_opposing_information,100,TSEvo'>
17,True,0.5766666666666667,0.4336221288328198,0.7135302083333334,authentic_opposing_information,100,TSEvo'>
18,True,0.6066666666666667,0.4387887678575503,0.7083798611111111,authentic_opposing_information,100,TSEvo'>
19,True,0.5755555555555556,0.4301314980825592,0.7011555555555555,authentic_opposing_information,100,TSEvo'>
