,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.07461015168785827,0.09005219369324527,GRAD,True,Saliency_PTY'>
1,0.09084873988472988,0.12252325106471973,GRAD,True,Saliency_PTY'>
2,0.10563277705908836,0.1246521728307697,GRAD,True,Saliency_PTY'>
3,0.0785491386496001,0.09470481833089889,GRAD,True,Saliency_PTY'>
4,0.10366822801574074,0.11978793912831165,GRAD,True,Saliency_PTY'>
5,0.12406987177109503,0.16467316517970526,GRAD,True,Saliency_PTY'>
6,0.20128384722940956,0.27043970223751074,GRAD,True,Saliency_PTY'>
7,0.06082066759494564,0.07156620228229092,GRAD,True,Saliency_PTY'>
8,0.15889916122403064,0.1911068594332183,GRAD,True,Saliency_PTY'>
9,0.10219089075715862,0.12183896855127391,GRAD,True,Saliency_PTY'>
10,0.09296053072587929,0.11499829317512057,GRAD,True,Saliency_PTY'>
11,0.0731463910273679,0.08787077429101257,GRAD,True,Saliency_PTY'>
12,0.10495247484841934,0.12508292918543878,GRAD,True,Saliency_PTY'>
13,0.12212599878048738,0.1424436949483744,GRAD,True,Saliency_PTY'>
14,0.09182260248205419,0.1302330571333684,GRAD,True,Saliency_PTY'>
15,0.08451442400483894,0.10631605513952709,GRAD,True,Saliency_PTY'>
16,0.20173818592521023,0.2314687703321345,GRAD,True,Saliency_PTY'>
17,0.0456168246800505,0.09272150912802712,GRAD,True,Saliency_PTY'>
18,0.10245183896380987,0.12814186516486148,GRAD,True,Saliency_PTY'>
19,0.1250809654698601,0.180417720999041,GRAD,True,Saliency_PTY'>
