,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.1664027756812003,0.22947739786870883,IG,True,Saliency_PTY'>
1,0.1626545312175147,0.20193422550704762,IG,True,Saliency_PTY'>
2,0.1621711154832622,0.17364902567157328,IG,True,Saliency_PTY'>
3,0.1347705037433286,0.2671894081257125,IG,True,Saliency_PTY'>
4,0.17340002894246775,0.22111937326798137,IG,True,Saliency_PTY'>
5,0.20681161166327516,0.27540353547849594,IG,True,Saliency_PTY'>
6,0.18480537457753285,0.24965838424637848,IG,True,Saliency_PTY'>
7,0.13099841648222563,0.18510515841019148,IG,True,Saliency_PTY'>
8,0.1920222584745167,0.2398233891654584,IG,True,Saliency_PTY'>
9,0.16836278104683075,0.2550482637039838,IG,True,Saliency_PTY'>
10,0.17475126264051294,0.2204946182686015,IG,True,Saliency_PTY'>
11,0.20693784515265318,0.2395831716750922,IG,True,Saliency_PTY'>
12,0.15461418090635212,0.18834464019613562,IG,True,Saliency_PTY'>
13,0.13583578153333206,0.25421415938928427,IG,True,Saliency_PTY'>
14,0.14331556721300118,0.19117335651818457,IG,True,Saliency_PTY'>
15,0.2661811062029139,0.2962740277350658,IG,True,Saliency_PTY'>
16,0.16187431333832916,0.2683501081869399,IG,True,Saliency_PTY'>
17,0.13281177521226167,0.15459275243944712,IG,True,Saliency_PTY'>
18,0.21421818308758675,0.22978984402764088,IG,True,Saliency_PTY'>
19,0.17092729690942626,0.20670343315804662,IG,True,Saliency_PTY'>
