,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.3393775137335671,0.4692653805265944,FO,False,Saliency_PTY'>
1,0.40014905825233005,0.5363544253748244,FO,False,Saliency_PTY'>
2,0.3276162239335582,0.40987936792440177,FO,False,Saliency_PTY'>
3,0.4198786208070642,0.4901095074895527,FO,False,Saliency_PTY'>
4,0.329391143195297,0.4242220355207473,FO,False,Saliency_PTY'>
5,0.44462312967259826,0.48202639418368315,FO,False,Saliency_PTY'>
6,0.37664971062632946,0.44456824861933975,FO,False,Saliency_PTY'>
7,0.4131794268099183,0.4787844852541049,FO,False,Saliency_PTY'>
8,0.4437231591721168,0.5330789095082601,FO,False,Saliency_PTY'>
9,0.33723248561312213,0.4156132713999497,FO,False,Saliency_PTY'>
10,0.3450840109498695,0.43511860919479983,FO,False,Saliency_PTY'>
11,0.3615683663212491,0.4574481808852665,FO,False,Saliency_PTY'>
12,0.34644283490814815,0.5863319132412764,FO,False,Saliency_PTY'>
13,0.41974245193776066,0.5509385953054924,FO,False,Saliency_PTY'>
14,0.3923162459568047,0.5398655767882515,FO,False,Saliency_PTY'>
15,0.3342655384468908,0.40041182858345636,FO,False,Saliency_PTY'>
16,0.38028153305231577,0.47114528567792896,FO,False,Saliency_PTY'>
17,0.3772911417343597,0.46838366652684366,FO,False,Saliency_PTY'>
18,0.4502570363655528,0.5581216746655803,FO,False,Saliency_PTY'>
19,0.506862113656177,0.6276085106376778,FO,False,Saliency_PTY'>
