,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.5720530061036752,0.580606478111299,authentic_opposing_information,100,TSEvo'>
1,0.453902224226586,0.4734671484329345,authentic_opposing_information,100,TSEvo'>
2,0.5014824121359278,0.5074344125933243,authentic_opposing_information,100,TSEvo'>
3,0.4942070858151525,0.5169368589714746,authentic_opposing_information,100,TSEvo'>
4,0.5564709231832732,0.5711170909717981,authentic_opposing_information,100,TSEvo'>
5,0.5982145996813298,0.6038664589391342,authentic_opposing_information,100,TSEvo'>
6,0.5988158572054431,0.6032359422470615,authentic_opposing_information,100,TSEvo'>
7,0.49645263558785857,0.5033793426721903,authentic_opposing_information,100,TSEvo'>
8,0.43476490536833323,0.4415076651288664,authentic_opposing_information,100,TSEvo'>
9,0.4234349883829761,0.42858975931250826,authentic_opposing_information,100,TSEvo'>
10,0.4027104238519956,0.41256555283540364,authentic_opposing_information,100,TSEvo'>
11,0.4713304218249414,0.47633750648402123,authentic_opposing_information,100,TSEvo'>
12,0.4474319933087325,0.45590786683962786,authentic_opposing_information,100,TSEvo'>
13,0.48438874625986295,0.4933245368840558,authentic_opposing_information,100,TSEvo'>
14,0.45646116007351767,0.47633110624979064,authentic_opposing_information,100,TSEvo'>
15,0.5258740504084184,0.5433738393370717,authentic_opposing_information,100,TSEvo'>
16,0.5037920722472058,0.5112823544963903,authentic_opposing_information,100,TSEvo'>
17,0.49656758951827396,0.5014995281061854,authentic_opposing_information,100,TSEvo'>
18,0.4700076023117649,0.4901486093201181,authentic_opposing_information,100,TSEvo'>
19,0.43917139676182676,0.4646996877377997,authentic_opposing_information,100,TSEvo'>
