,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.21863364267714233,0.5291894567625225,SG,True,Saliency_PTY'>
1,0.5050059572491887,0.610778358035635,SG,True,Saliency_PTY'>
2,0.20492057107855993,0.6526008165809505,SG,True,Saliency_PTY'>
3,0.26277035988226527,0.5410276372063487,SG,True,Saliency_PTY'>
4,0.25007903708992973,0.6284276333970716,SG,True,Saliency_PTY'>
5,0.23412738069266908,0.5945929876773588,SG,True,Saliency_PTY'>
6,0.3019505681442881,0.6559626904591551,SG,True,Saliency_PTY'>
7,0.7369881066609542,0.7675368209876686,SG,True,Saliency_PTY'>
8,0.24697782981345945,0.6148812849357982,SG,True,Saliency_PTY'>
9,0.37949467657295516,0.6469305651527528,SG,True,Saliency_PTY'>
10,0.2816975890914944,0.47117281178037984,SG,True,Saliency_PTY'>
11,0.5084080261417754,0.6810523505771526,SG,True,Saliency_PTY'>
12,0.8092498882248098,0.8349255378401145,SG,True,Saliency_PTY'>
13,0.1841968298994376,0.6558181890156846,SG,True,Saliency_PTY'>
14,0.2803776819781824,0.4164430501141965,SG,True,Saliency_PTY'>
15,0.29331216276041305,0.6719538728154532,SG,True,Saliency_PTY'>
16,0.42375735291297206,0.544149263371575,SG,True,Saliency_PTY'>
17,0.35051588605184003,0.5303379286145038,SG,True,Saliency_PTY'>
18,0.2192251484666759,0.49655800364867,SG,True,Saliency_PTY'>
19,0.24671468756280018,0.6803290397647829,SG,True,Saliency_PTY'>
