,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.34857878713841506,GS,False,Saliency_PTY'>
1,True,-0.018022810131995286,GS,False,Saliency_PTY'>
2,True,0.3129668603836465,GS,False,Saliency_PTY'>
3,True,-0.016168671608608298,GS,False,Saliency_PTY'>
4,True,0.29395709651313867,GS,False,Saliency_PTY'>
5,True,-0.05626162213882095,GS,False,Saliency_PTY'>
6,True,-0.2111395857900863,GS,False,Saliency_PTY'>
7,True,-0.06923326764590793,GS,False,Saliency_PTY'>
8,True,-0.036865956014112675,GS,False,Saliency_PTY'>
9,True,0.19049835942018556,GS,False,Saliency_PTY'>
10,True,0.43417941153174194,GS,False,Saliency_PTY'>
11,True,-0.1676386813827351,GS,False,Saliency_PTY'>
12,True,0.06314850907321967,GS,False,Saliency_PTY'>
13,True,-0.14659634269311517,GS,False,Saliency_PTY'>
14,True,-0.09330153019851539,GS,False,Saliency_PTY'>
15,True,0.46209628450466833,GS,False,Saliency_PTY'>
16,True,0.38642205095722626,GS,False,Saliency_PTY'>
17,True,0.3455611301005832,GS,False,Saliency_PTY'>
18,True,-0.0722777757661459,GS,False,Saliency_PTY'>
19,True,-0.27743492283456844,GS,False,Saliency_PTY'>
