,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.19055703369973814,GS,True,Saliency_PTY'>
1,True,0.0870144285058765,GS,True,Saliency_PTY'>
2,True,-0.01655679544246238,GS,True,Saliency_PTY'>
3,True,0.0024337934224891306,GS,True,Saliency_PTY'>
4,True,-0.07522662801170525,GS,True,Saliency_PTY'>
5,True,0.013182713474747025,GS,True,Saliency_PTY'>
6,True,0.11442862803246474,GS,True,Saliency_PTY'>
7,True,0.055030999142634,GS,True,Saliency_PTY'>
8,True,0.04093078452011617,GS,True,Saliency_PTY'>
9,True,0.03023754218989832,GS,True,Saliency_PTY'>
10,True,-0.1132746605004588,GS,True,Saliency_PTY'>
11,True,0.018833235951387008,GS,True,Saliency_PTY'>
12,True,-0.03962317409960291,GS,True,Saliency_PTY'>
13,True,0.16209148843864035,GS,True,Saliency_PTY'>
14,True,-0.15416049602735427,GS,True,Saliency_PTY'>
15,True,0.01315847307107336,GS,True,Saliency_PTY'>
16,True,0.08417928208493254,GS,True,Saliency_PTY'>
17,True,-0.006583387591084783,GS,True,Saliency_PTY'>
18,True,-0.1294128981326446,GS,True,Saliency_PTY'>
19,True,0.13443530989741795,GS,True,Saliency_PTY'>
