,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,,GS,True,Saliency_PTY'>
1,True,,GS,True,Saliency_PTY'>
2,True,,GS,True,Saliency_PTY'>
3,True,,GS,True,Saliency_PTY'>
4,True,,GS,True,Saliency_PTY'>
5,True,,GS,True,Saliency_PTY'>
6,True,0.07096959402242754,GS,True,Saliency_PTY'>
7,True,-0.08418145563932716,GS,True,Saliency_PTY'>
8,True,-0.015581461443960123,GS,True,Saliency_PTY'>
9,True,-0.025479078046911123,GS,True,Saliency_PTY'>
10,True,,GS,True,Saliency_PTY'>
11,True,-0.05282289229007658,GS,True,Saliency_PTY'>
12,True,-0.0904130451541383,GS,True,Saliency_PTY'>
13,True,,GS,True,Saliency_PTY'>
14,True,-0.06600851553719657,GS,True,Saliency_PTY'>
15,True,-0.005831208227678551,GS,True,Saliency_PTY'>
16,True,,GS,True,Saliency_PTY'>
17,True,,GS,True,Saliency_PTY'>
18,True,,GS,True,Saliency_PTY'>
19,True,,GS,True,Saliency_PTY'>
