,monoton_synthetic,faithfulness_correlation_synthetic,transformer,epochs,explanation
0,True,0.5434116879304275,authentic_opposing_information,100,TSEvo'>
1,True,0.06968241627609545,authentic_opposing_information,100,TSEvo'>
2,True,0.019671735314643484,authentic_opposing_information,100,TSEvo'>
3,True,0.5299652984025096,authentic_opposing_information,100,TSEvo'>
4,True,-0.24623763698009235,authentic_opposing_information,100,TSEvo'>
5,True,0.40659819515483125,authentic_opposing_information,100,TSEvo'>
6,True,0.416142696216971,authentic_opposing_information,100,TSEvo'>
7,True,0.38326021882077066,authentic_opposing_information,100,TSEvo'>
8,True,-0.16419259723633933,authentic_opposing_information,100,TSEvo'>
9,True,0.43497607221003337,authentic_opposing_information,100,TSEvo'>
10,True,0.45435068511259397,authentic_opposing_information,100,TSEvo'>
11,True,0.47163232655192483,authentic_opposing_information,100,TSEvo'>
12,True,0.10770975511987592,authentic_opposing_information,100,TSEvo'>
13,True,0.2816795214687147,authentic_opposing_information,100,TSEvo'>
14,True,-0.20869036338885627,authentic_opposing_information,100,TSEvo'>
15,True,-0.10411722638345303,authentic_opposing_information,100,TSEvo'>
16,True,0.553753868068767,authentic_opposing_information,100,TSEvo'>
17,True,-0.07922342063299873,authentic_opposing_information,100,TSEvo'>
18,True,0.40406394886270686,authentic_opposing_information,100,TSEvo'>
19,True,0.20638282265892274,authentic_opposing_information,100,TSEvo'>
