,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.007599913323089803,IG,False,Saliency_PTY'>
1,True,0.13920150264675285,IG,False,Saliency_PTY'>
2,True,0.05042453618558747,IG,False,Saliency_PTY'>
3,True,-0.13975692872753248,IG,False,Saliency_PTY'>
4,True,-0.12372533537704601,IG,False,Saliency_PTY'>
5,True,-0.11813276332621275,IG,False,Saliency_PTY'>
6,True,0.045804829015651714,IG,False,Saliency_PTY'>
7,True,-0.08678688524694649,IG,False,Saliency_PTY'>
8,True,-0.10796211565485005,IG,False,Saliency_PTY'>
9,True,-0.01165036121436761,IG,False,Saliency_PTY'>
10,True,0.19801126137199423,IG,False,Saliency_PTY'>
11,True,0.18502135027466562,IG,False,Saliency_PTY'>
12,True,0.11181947849749513,IG,False,Saliency_PTY'>
13,True,-0.02618322436672482,IG,False,Saliency_PTY'>
14,True,-0.1222808884144631,IG,False,Saliency_PTY'>
15,True,-0.0012085521163509789,IG,False,Saliency_PTY'>
16,True,-0.15972342942415613,IG,False,Saliency_PTY'>
17,True,-0.0772523494165427,IG,False,Saliency_PTY'>
18,True,-0.09920115902098327,IG,False,Saliency_PTY'>
19,True,-0.05470056555210908,IG,False,Saliency_PTY'>
