,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.3392496974425008,GS,False,Saliency_PTY'>
1,True,-0.10385171219669419,GS,False,Saliency_PTY'>
2,True,-0.06873424653446532,GS,False,Saliency_PTY'>
3,True,-0.06110519712496931,GS,False,Saliency_PTY'>
4,True,0.1665596325298656,GS,False,Saliency_PTY'>
5,True,-0.023449535968897116,GS,False,Saliency_PTY'>
6,True,0.09721783619540775,GS,False,Saliency_PTY'>
7,True,-0.05461745114730172,GS,False,Saliency_PTY'>
8,True,0.1476534494570084,GS,False,Saliency_PTY'>
9,True,0.35204569113621426,GS,False,Saliency_PTY'>
10,True,-0.11003722527096937,GS,False,Saliency_PTY'>
11,True,0.11918899282235419,GS,False,Saliency_PTY'>
12,True,0.13998872860230666,GS,False,Saliency_PTY'>
13,True,0.0630503186291296,GS,False,Saliency_PTY'>
14,True,-0.05342883848354091,GS,False,Saliency_PTY'>
15,True,0.07645352654458609,GS,False,Saliency_PTY'>
16,True,0.066633183708589,GS,False,Saliency_PTY'>
17,True,-0.09123062605699749,GS,False,Saliency_PTY'>
18,True,0.007832507388614535,GS,False,Saliency_PTY'>
19,True,-0.18566388853342203,GS,False,Saliency_PTY'>
