,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,0.6651303894797898,GRAD,False,Saliency_PTY'>
1,True,-0.13136658383249472,GRAD,False,Saliency_PTY'>
2,True,-0.24561319791490646,GRAD,False,Saliency_PTY'>
3,True,0.7156198458237741,GRAD,False,Saliency_PTY'>
4,True,-0.28141917579314596,GRAD,False,Saliency_PTY'>
5,True,0.7132307490150518,GRAD,False,Saliency_PTY'>
6,True,0.630716307853709,GRAD,False,Saliency_PTY'>
7,True,0.6271793543233953,GRAD,False,Saliency_PTY'>
8,True,-0.3767101325322896,GRAD,False,Saliency_PTY'>
9,True,0.5525308517359508,GRAD,False,Saliency_PTY'>
10,True,0.6812054321854195,GRAD,False,Saliency_PTY'>
11,True,0.7023895226086563,GRAD,False,Saliency_PTY'>
12,True,-0.3577303250729166,GRAD,False,Saliency_PTY'>
13,True,0.7056934200360367,GRAD,False,Saliency_PTY'>
14,True,-0.4633806129866305,GRAD,False,Saliency_PTY'>
15,True,-0.36557206842124784,GRAD,False,Saliency_PTY'>
16,True,0.5741133455224552,GRAD,False,Saliency_PTY'>
17,True,-0.33269337672298255,GRAD,False,Saliency_PTY'>
18,True,0.7089441005167837,GRAD,False,Saliency_PTY'>
19,True,0.6347333188330772,GRAD,False,Saliency_PTY'>
