,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.030082995426491475,SG,False,Saliency_PTY'>
1,True,0.10861899721508125,SG,False,Saliency_PTY'>
2,True,-0.026193145511662696,SG,False,Saliency_PTY'>
3,True,0.2639237439620935,SG,False,Saliency_PTY'>
4,True,0.3277102928753138,SG,False,Saliency_PTY'>
5,True,0.046683044823783285,SG,False,Saliency_PTY'>
6,True,0.2655964521564874,SG,False,Saliency_PTY'>
7,True,0.1427391992836509,SG,False,Saliency_PTY'>
8,True,0.5705681311863205,SG,False,Saliency_PTY'>
9,True,0.11676982482081286,SG,False,Saliency_PTY'>
10,True,0.3101417943334873,SG,False,Saliency_PTY'>
11,True,0.26498692463582685,SG,False,Saliency_PTY'>
12,True,0.22649672404781704,SG,False,Saliency_PTY'>
13,True,0.21888339598558898,SG,False,Saliency_PTY'>
14,True,0.12248980958415139,SG,False,Saliency_PTY'>
15,True,0.19240058889222703,SG,False,Saliency_PTY'>
16,True,0.11514505912932728,SG,False,Saliency_PTY'>
17,True,0.21630804354096367,SG,False,Saliency_PTY'>
18,True,-0.20346599885102626,SG,False,Saliency_PTY'>
19,True,0.10525581195994005,SG,False,Saliency_PTY'>
