,monoton_synthetic,faithfulness_correlation_synthetic,method,tsr,explanation
0,True,-0.018005810639480414,GS,True,Saliency_PTY'>
1,True,0.14518385213708024,GS,True,Saliency_PTY'>
2,True,-0.08821543244335175,GS,True,Saliency_PTY'>
3,True,0.03431341027184308,GS,True,Saliency_PTY'>
4,True,0.19636160718891021,GS,True,Saliency_PTY'>
5,True,-0.2692512984123996,GS,True,Saliency_PTY'>
6,True,0.09049126173051934,GS,True,Saliency_PTY'>
7,True,-0.12858912583265494,GS,True,Saliency_PTY'>
8,True,-0.03639382267993256,GS,True,Saliency_PTY'>
9,True,-0.030788327425954578,GS,True,Saliency_PTY'>
10,True,-0.07182969666575768,GS,True,Saliency_PTY'>
11,True,-0.01774726062380145,GS,True,Saliency_PTY'>
12,True,0.04428039017002036,GS,True,Saliency_PTY'>
13,True,0.020935957744691192,GS,True,Saliency_PTY'>
14,True,0.01678875076431069,GS,True,Saliency_PTY'>
15,True,-0.035965545241093994,GS,True,Saliency_PTY'>
16,True,0.03720481412609125,GS,True,Saliency_PTY'>
17,True,0.040993040814032086,GS,True,Saliency_PTY'>
18,True,0.022139616530445733,GS,True,Saliency_PTY'>
19,True,0.06980678088931108,GS,True,Saliency_PTY'>
