,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.512431232296859,0.5212806170114469,authentic_opposing_information,100,TSEvo'>
1,0.4058816003388011,0.4123229809531825,authentic_opposing_information,100,TSEvo'>
2,0.40670727094206194,0.4195546733986565,authentic_opposing_information,100,TSEvo'>
3,0.41315759101562677,0.4210782617068384,authentic_opposing_information,100,TSEvo'>
4,0.4057947587145702,0.41329496214021405,authentic_opposing_information,100,TSEvo'>
5,0.49823877682993645,0.525968824217095,authentic_opposing_information,100,TSEvo'>
6,0.46218755361072167,0.47657394894943383,authentic_opposing_information,100,TSEvo'>
7,0.351461607140602,0.35946654870570144,authentic_opposing_information,100,TSEvo'>
8,0.3646908514881888,0.3700214543049028,authentic_opposing_information,100,TSEvo'>
9,0.4309969490560156,0.4376483157218099,authentic_opposing_information,100,TSEvo'>
10,0.5971487059403612,0.6062135971292294,authentic_opposing_information,100,TSEvo'>
11,0.3751337310004576,0.3834389521620935,authentic_opposing_information,100,TSEvo'>
12,0.33427914890830596,0.3406779902062516,authentic_opposing_information,100,TSEvo'>
13,0.41235824108115493,0.4192479783674422,authentic_opposing_information,100,TSEvo'>
14,0.47913562693783396,0.4865554284840795,authentic_opposing_information,100,TSEvo'>
15,0.45121179105200027,0.47993698625056525,authentic_opposing_information,100,TSEvo'>
16,0.31887489163195265,0.3246311914499852,authentic_opposing_information,100,TSEvo'>
17,0.4226892020857801,0.4307389465978326,authentic_opposing_information,100,TSEvo'>
18,0.3376332780793262,0.34661230312566077,authentic_opposing_information,100,TSEvo'>
19,0.4057443776391597,0.41756286997946485,authentic_opposing_information,100,TSEvo'>
