,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.2245237883033575,0.2861763388612096,IG,True,Saliency_PTY'>
1,0.19454965088318826,0.24865225994269927,IG,True,Saliency_PTY'>
2,0.22210246567297184,0.43135046107140945,IG,True,Saliency_PTY'>
3,0.11912286311004165,0.28854343240348546,IG,True,Saliency_PTY'>
4,0.1465865944843048,0.3254752413290139,IG,True,Saliency_PTY'>
5,0.18942564003923915,0.30401264020712276,IG,True,Saliency_PTY'>
6,0.2096693911018232,0.3001098322055231,IG,True,Saliency_PTY'>
7,0.22966435813055464,0.5890644536155295,IG,True,Saliency_PTY'>
8,0.18257257519777326,0.32797853578070857,IG,True,Saliency_PTY'>
9,0.1430870324686035,0.7893860502230142,IG,True,Saliency_PTY'>
10,0.16584505603094762,0.37722957332963797,IG,True,Saliency_PTY'>
11,0.23024093528693626,0.5595355086837372,IG,True,Saliency_PTY'>
12,0.21335362200212873,0.2786298991228594,IG,True,Saliency_PTY'>
13,0.14296141529625528,0.18112070367746794,IG,True,Saliency_PTY'>
14,0.2014558231428914,0.35992147459846696,IG,True,Saliency_PTY'>
15,0.21866100611052244,0.35758863696219184,IG,True,Saliency_PTY'>
16,0.24574167314500853,0.6648026497328384,IG,True,Saliency_PTY'>
17,0.14165421927053395,0.1873874548385767,IG,True,Saliency_PTY'>
18,0.14978529740228702,0.26340016372567093,IG,True,Saliency_PTY'>
19,0.19478371889564236,0.3592284585585687,IG,True,Saliency_PTY'>
