,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,1.1006311806493085,1.2470055002003726,GS,True,Saliency_PTY'>
1,0.8200831497639405,0.9729512149077231,GS,True,Saliency_PTY'>
2,1.1155101824973235,1.289223719311333,GS,True,Saliency_PTY'>
3,0.8717749620563675,1.0487931981938743,GS,True,Saliency_PTY'>
4,0.9568682498581573,1.0911159660874317,GS,True,Saliency_PTY'>
5,0.8835290181242911,1.0670770833674836,GS,True,Saliency_PTY'>
6,0.8146192355794784,0.9831491757557863,GS,True,Saliency_PTY'>
7,1.0418384275110677,1.1829079691875426,GS,True,Saliency_PTY'>
8,1.0583017182915888,1.207870124572527,GS,True,Saliency_PTY'>
9,0.8982465657585299,1.0011792484923772,GS,True,Saliency_PTY'>
10,1.0624017816208169,1.198391914187193,GS,True,Saliency_PTY'>
11,0.8069386737912569,0.9232800603918232,GS,True,Saliency_PTY'>
12,1.1150970376496208,1.2258339751009846,GS,True,Saliency_PTY'>
13,0.7802329428215818,0.88781589896908,GS,True,Saliency_PTY'>
14,0.9654720045974013,1.0953600093866738,GS,True,Saliency_PTY'>
15,0.7693349035720782,0.84961365858143,GS,True,Saliency_PTY'>
16,1.069312362446543,1.1905036048046578,GS,True,Saliency_PTY'>
17,1.0024197578565774,1.152512287581286,GS,True,Saliency_PTY'>
18,0.827851651081372,0.9361291107976996,GS,True,Saliency_PTY'>
19,1.297828862153884,1.4438405838774677,GS,True,Saliency_PTY'>
