,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.5466882548750319,0.5941176637854021,50,NG,dtw,500,1,NativeGuideCF'>
1,0.6393141569809254,0.6845228672833321,50,NG,dtw,500,1,NativeGuideCF'>
2,0.6989163217510688,0.720714914147077,50,NG,dtw,500,1,NativeGuideCF'>
3,0.6253506215421833,0.6294350337459825,50,NG,dtw,500,1,NativeGuideCF'>
4,0.6283005071248592,0.6487636058929321,50,NG,dtw,500,1,NativeGuideCF'>
5,0.5582990668647547,0.5699693670988386,50,NG,dtw,500,1,NativeGuideCF'>
6,0.6941613044994227,0.7412931541025302,50,NG,dtw,500,1,NativeGuideCF'>
7,0.641489041591544,0.6743954945774298,50,NG,dtw,500,1,NativeGuideCF'>
8,0.6626229191487493,0.6775640277759606,50,NG,dtw,500,1,NativeGuideCF'>
9,0.626119763490306,0.6608885572636889,50,NG,dtw,500,1,NativeGuideCF'>
10,0.5994659096861471,0.6142775668602263,50,NG,dtw,500,1,NativeGuideCF'>
11,0.6404643245055985,0.6663250565712204,50,NG,dtw,500,1,NativeGuideCF'>
12,0.6064542513523768,0.6400723407003706,50,NG,dtw,500,1,NativeGuideCF'>
13,0.5710841778879115,0.5995338359269835,50,NG,dtw,500,1,NativeGuideCF'>
14,0.6286381278356616,0.6518018285488112,50,NG,dtw,500,1,NativeGuideCF'>
15,0.5620808007549458,0.5776669019203204,50,NG,dtw,500,1,NativeGuideCF'>
16,0.6363513099500387,0.6440637735343975,50,NG,dtw,500,1,NativeGuideCF'>
17,0.715496159205893,0.7343722755692026,50,NG,dtw,500,1,NativeGuideCF'>
18,0.6721279288558233,0.69949879611978,50,NG,dtw,500,1,NativeGuideCF'>
19,0.5672201701600861,0.5800316575982102,50,NG,dtw,500,1,NativeGuideCF'>
