,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,93220470929.73135,2.961205959631405,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,0.7221367779230428,16524264486320.498,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,1046530226346.5383,10521419985241.545,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,0.6506101849741788,5574913350535.136,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,992884308792.1696,15242342545158.182,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,0.793663865032604,523098254432.3577,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,278322534748.95337,12295091980567.46,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,0.7074822660850243,1.873518892565579,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,251103624961.63785,1314567683009.281,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,381301861886.851,0.8730593160047575,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,468152669188.46075,1.935646505822888,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,0.610456361555715,0.7654631240043811,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,0.7846479095445124,2.4930640748852,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,0.5101680591120714,1.2197797024695227,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,1280182496442.99,12351309855033.639,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,342747473212.35,10821232814457.203,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,0.4950034767528962,0.5995092856283122,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,658596753632.0778,9491276598683.693,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,735486621868.339,0.6258168636974315,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,1234031304591.3699,8073820433842.416,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
