,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
1,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
2,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
3,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
4,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
5,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
6,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
7,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
8,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
9,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
10,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
11,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
12,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
13,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
14,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
15,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
16,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
17,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
18,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
19,,,50,dtw_bary_center,dtw,500,1,NativeGuideCF'>
