,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.12066535420349116,0.12129111153571666,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.13413045426125428,0.13413045451625039,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.13395398889917381,0.16624713886178372,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.17159634191018944,0.29471830584577297,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.17126104169108394,0.17155472977494743,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.3958667418832197,0.6068351679709839,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.21106303301914625,0.3433589624273029,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.15111310247797943,0.24745808197445215,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.14666620050059614,0.14666620050059612,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.1856759822565528,0.3262516507961514,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.27609690044792484,0.4106086420071479,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.38294871827153437,0.48742895815109955,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.13306817880008892,0.13351065840074075,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.12404704489399147,0.12715267873443423,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.14595074344952277,0.38821060169984406,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.23317101702589058,0.3113704436426059,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.135532294528458,0.215836385834809,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.3083182537819091,0.5451066018070575,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.2733053934330526,0.417952140200521,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.1728199087006526,0.17284127258446358,1000,random,uniform,Lime,10,1,LEFTIST'>
