,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.10725460990366349,0.181523103347592,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.12059675432402606,0.19582650519943612,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.022883536353935995,0.08122177663232596,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.11854388321542184,0.13960933846429474,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.03301642923123565,0.033023177290579776,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.07126788611260645,0.07211973524469038,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.05125044169099744,0.051252471003102616,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.055825252445898844,0.1848674600968386,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.051447214355394,0.051447409801364224,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.03723472004411253,0.037235096300663774,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.05405532889980176,0.05405769758435947,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.06684727194276041,0.06685922015308102,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.15974551159190292,0.22659728005664226,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.053489801618444265,0.07634320401720503,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.07539177973178511,0.091204231723896,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.08433619495359632,0.1327518490973804,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.1887725822494351,0.27781494101533344,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.056459627026401636,0.056597803490561344,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.13949559961646074,0.17886703264292297,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.05524636470287383,0.055236508288730314,1000,random,uniform,Lime,10,1,LEFTIST'>
