,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.43080429812609067,0.44640272985825524,50,NG,dtw,500,1,NativeGuideCF'>
1,0.4944751874219726,0.5149240333439511,50,NG,dtw,500,1,NativeGuideCF'>
2,0.46973613653884366,0.49674619589463737,50,NG,dtw,500,1,NativeGuideCF'>
3,0.5453083427994835,0.5738081331462865,50,NG,dtw,500,1,NativeGuideCF'>
4,0.4733188448604029,0.502628421365042,50,NG,dtw,500,1,NativeGuideCF'>
5,0.5463628210290781,0.5597671749584086,50,NG,dtw,500,1,NativeGuideCF'>
6,0.47871762720845845,0.5011240199139045,50,NG,dtw,500,1,NativeGuideCF'>
7,0.4563545285654473,0.4767267787502601,50,NG,dtw,500,1,NativeGuideCF'>
8,0.48321981852766827,0.5296662047156664,50,NG,dtw,500,1,NativeGuideCF'>
9,0.4737106233595524,0.5037582153884347,50,NG,dtw,500,1,NativeGuideCF'>
10,0.4126884170407581,0.42206484955960305,50,NG,dtw,500,1,NativeGuideCF'>
11,0.5560230363325758,0.5684612924529598,50,NG,dtw,500,1,NativeGuideCF'>
12,0.49538414905273215,0.5214284824550214,50,NG,dtw,500,1,NativeGuideCF'>
13,0.42685981908046394,0.44490169836393284,50,NG,dtw,500,1,NativeGuideCF'>
14,0.4158414786585493,0.42560364952931523,50,NG,dtw,500,1,NativeGuideCF'>
15,0.5372786387909649,0.5662160150009922,50,NG,dtw,500,1,NativeGuideCF'>
16,0.49887177378469244,0.5332351599873391,50,NG,dtw,500,1,NativeGuideCF'>
17,0.5445146533129965,0.5654697218746646,50,NG,dtw,500,1,NativeGuideCF'>
18,0.4234704476734133,0.4675663345751243,50,NG,dtw,500,1,NativeGuideCF'>
19,0.5125508495023847,0.5439210636624078,50,NG,dtw,500,1,NativeGuideCF'>
