,AverageSensitivity,MaxSensitivity,method,tsr,explanation
0,0.23694711133947388,0.31698595191238327,FO,False,Saliency_PTY'>
1,0.3378013363805823,0.39427371574860887,FO,False,Saliency_PTY'>
2,0.33958235084933935,0.45321071026398557,FO,False,Saliency_PTY'>
3,0.34457376567079284,0.46016299447099485,FO,False,Saliency_PTY'>
4,0.30102804030796043,0.46800138918116696,FO,False,Saliency_PTY'>
5,0.2963864550890392,0.44272262041137395,FO,False,Saliency_PTY'>
6,0.3100736076403631,0.39538174630321193,FO,False,Saliency_PTY'>
7,0.3121293149975682,0.44597210350727773,FO,False,Saliency_PTY'>
8,0.28672177476206906,0.42428130198214603,FO,False,Saliency_PTY'>
9,0.30828392780269953,0.4511297501258069,FO,False,Saliency_PTY'>
10,0.452801539864084,0.6068993432670768,FO,False,Saliency_PTY'>
11,0.29869319758249957,0.49624649651939595,FO,False,Saliency_PTY'>
12,0.32777900459700765,0.39936440233435316,FO,False,Saliency_PTY'>
13,0.454967183472183,0.635224836450764,FO,False,Saliency_PTY'>
14,0.27280795157837934,0.37694952940924414,FO,False,Saliency_PTY'>
15,0.27810711294276613,0.35150093652879666,FO,False,Saliency_PTY'>
16,0.4304604805930075,0.5828381592395422,FO,False,Saliency_PTY'>
17,0.2777008144965905,0.37524138258800166,FO,False,Saliency_PTY'>
18,0.3788876722785256,0.5233418968280112,FO,False,Saliency_PTY'>
19,0.3445704777908464,0.5126750183884815,FO,False,Saliency_PTY'>
