,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.45347480384182504,0.5150703580990386,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.10696827364256127,0.10696827364256128,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.13038541209635618,0.1303854120963562,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.11995041461104716,0.11995041461104718,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.09580755725718684,0.09580755734191602,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.09503116948134016,0.09503116948134016,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.1256739625424674,0.1256739625424674,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.25587622336395693,0.3383407794999356,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.14095965700883312,0.14095965701019317,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.07393153933645971,0.07393154034365858,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.32577116137496925,0.45042442529896953,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.18760305193764068,0.18808701071330464,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.3757551700754556,0.4710058988548024,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.3715427320822199,0.5424759328815355,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.1034468038410709,0.1034468038410709,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.16520778224703533,0.24903646981240654,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.10924913506960829,0.1092491350696083,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.11469530032093196,0.11469530032093196,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.12130907774746162,0.12130907774746165,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.4424973699747232,0.5474475906166048,1000,random,uniform,Lime,10,1,LEFTIST'>
