,AverageSensitivity,MaxSensitivity,transformer,epochs,explanation
0,0.8232453146548939,1.0044032663594489,authentic_opposing_information,100,TSEvo'>
1,0.6318733061795072,0.6888473869685385,authentic_opposing_information,100,TSEvo'>
2,0.6077306439256769,0.6571949954274033,authentic_opposing_information,100,TSEvo'>
3,0.5645676484936341,0.6728073006451857,authentic_opposing_information,100,TSEvo'>
4,0.6041962680466659,0.6775758766832058,authentic_opposing_information,100,TSEvo'>
5,0.71958623204532,0.8033351501519977,authentic_opposing_information,100,TSEvo'>
6,0.7291744921961989,0.7614974404047327,authentic_opposing_information,100,TSEvo'>
7,0.5254698568410738,0.5947405825111471,authentic_opposing_information,100,TSEvo'>
8,0.7961767101425531,0.8746040310324504,authentic_opposing_information,100,TSEvo'>
9,0.6471028381052539,0.7508131697410738,authentic_opposing_information,100,TSEvo'>
10,0.6874682705874263,0.7613920396041007,authentic_opposing_information,100,TSEvo'>
11,0.5983961368971079,0.7897857867499157,authentic_opposing_information,100,TSEvo'>
12,0.713331603503052,0.7982286195996158,authentic_opposing_information,100,TSEvo'>
13,0.6602980364326145,0.7424409077739484,authentic_opposing_information,100,TSEvo'>
14,0.6890908309265656,0.7887680126976051,authentic_opposing_information,100,TSEvo'>
15,0.5620627219544372,0.6064636693503821,authentic_opposing_information,100,TSEvo'>
16,0.6470259873961163,0.7931690978455953,authentic_opposing_information,100,TSEvo'>
17,0.7154866023882938,0.7799973656672416,authentic_opposing_information,100,TSEvo'>
18,0.6225251394983445,0.6510985382553965,authentic_opposing_information,100,TSEvo'>
19,0.5664905060209745,0.6498568693812526,authentic_opposing_information,100,TSEvo'>
