,AverageSensitivity,MaxSensitivity,nb_neighbors,transform_name,segmentator_name,learning_process_name,nb_interpretable_feature,explanation_size,explanation
0,0.000785328720690675,0.0017268729442837933,1000,random,uniform,Lime,10,1,LEFTIST'>
1,0.001191428199742666,0.0016338254182778245,1000,random,uniform,Lime,10,1,LEFTIST'>
2,0.0008535622387875084,0.0014623962340675868,1000,random,uniform,Lime,10,1,LEFTIST'>
3,0.0011188151820285903,0.0019535591037176674,1000,random,uniform,Lime,10,1,LEFTIST'>
4,0.0009315548021965332,0.0012498492060397425,1000,random,uniform,Lime,10,1,LEFTIST'>
5,0.002652716785604998,0.0037943481993836306,1000,random,uniform,Lime,10,1,LEFTIST'>
6,0.00034366572717838375,0.0007327214499245863,1000,random,uniform,Lime,10,1,LEFTIST'>
7,0.0010641756791898204,0.001959985913086495,1000,random,uniform,Lime,10,1,LEFTIST'>
8,0.0015190818728297699,0.0018741062820223143,1000,random,uniform,Lime,10,1,LEFTIST'>
9,0.002030996750417051,0.0029301541966327144,1000,random,uniform,Lime,10,1,LEFTIST'>
10,0.002031953911813492,0.002742758441471075,1000,random,uniform,Lime,10,1,LEFTIST'>
11,0.00038339822028777865,0.000976439900197181,1000,random,uniform,Lime,10,1,LEFTIST'>
12,0.0009496968739289071,0.0012867791284380922,1000,random,uniform,Lime,10,1,LEFTIST'>
13,0.0007039096527939568,0.0012613690905627448,1000,random,uniform,Lime,10,1,LEFTIST'>
14,0.0014883138899739194,0.002274842521947865,1000,random,uniform,Lime,10,1,LEFTIST'>
15,0.0012382908756092428,0.0019270889610812911,1000,random,uniform,Lime,10,1,LEFTIST'>
16,0.0006212551833903425,0.0011605543226442798,1000,random,uniform,Lime,10,1,LEFTIST'>
17,0.0007789843630499572,0.0014709271410365452,1000,random,uniform,Lime,10,1,LEFTIST'>
18,0.00031877457427194003,0.0006339112648579532,1000,random,uniform,Lime,10,1,LEFTIST'>
19,0.0025277561232272625,0.003334093446421146,1000,random,uniform,Lime,10,1,LEFTIST'>
