,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.40383766386607284,0.41662496799150533,50,NG,dtw,500,1,NativeGuideCF'>
1,0.4013022814659843,0.41173582291713046,50,NG,dtw,500,1,NativeGuideCF'>
2,0.36843552829780957,0.3684355282978095,50,NG,dtw,500,1,NativeGuideCF'>
3,0.3964855449128315,0.40686957073882885,50,NG,dtw,500,1,NativeGuideCF'>
4,0.3555771557630552,0.3655300551032129,50,NG,dtw,500,1,NativeGuideCF'>
5,0.4636386927833982,0.48126693532609877,50,NG,dtw,500,1,NativeGuideCF'>
6,0.40723075445740264,0.4211948547767816,50,NG,dtw,500,1,NativeGuideCF'>
7,0.4488387520856906,0.45477465150808594,50,NG,dtw,500,1,NativeGuideCF'>
8,0.44753104773509494,0.4510770281935745,50,NG,dtw,500,1,NativeGuideCF'>
9,0.4327949456684862,0.4434477589119602,50,NG,dtw,500,1,NativeGuideCF'>
10,0.41580956314106965,0.4221758699625312,50,NG,dtw,500,1,NativeGuideCF'>
11,0.46059567145583225,0.4738528534030164,50,NG,dtw,500,1,NativeGuideCF'>
12,0.4151068984366094,0.423665735316379,50,NG,dtw,500,1,NativeGuideCF'>
13,0.3740444054331852,0.37713531221325275,50,NG,dtw,500,1,NativeGuideCF'>
14,0.41188195650942766,0.4267002183439351,50,NG,dtw,500,1,NativeGuideCF'>
15,0.5017159723123472,0.5199188045974658,50,NG,dtw,500,1,NativeGuideCF'>
16,0.49608205425294194,0.5096836144394684,50,NG,dtw,500,1,NativeGuideCF'>
17,0.44696937591842,0.46058113692989033,50,NG,dtw,500,1,NativeGuideCF'>
18,0.39749492351892435,0.41161585476940166,50,NG,dtw,500,1,NativeGuideCF'>
19,0.36247373655172593,0.3798858987520256,50,NG,dtw,500,1,NativeGuideCF'>
