,AverageSensitivity,MaxSensitivity,ts_length,method,distance_measure,max_iter,n_neighbors,explanation
0,0.4728073309537151,0.48381724943897486,50,NG,dtw,500,1,NativeGuideCF'>
1,0.33265215891021,0.345278053563497,50,NG,dtw,500,1,NativeGuideCF'>
2,0.3814545479160611,0.3983131619993144,50,NG,dtw,500,1,NativeGuideCF'>
3,0.3512291022841642,0.3560073249377664,50,NG,dtw,500,1,NativeGuideCF'>
4,0.45394399919597445,0.4592178202749405,50,NG,dtw,500,1,NativeGuideCF'>
5,0.528166663905879,0.5448868524404086,50,NG,dtw,500,1,NativeGuideCF'>
6,0.37491069771836005,0.3938360896197254,50,NG,dtw,500,1,NativeGuideCF'>
7,0.3694845298392318,0.3869309880834642,50,NG,dtw,500,1,NativeGuideCF'>
8,0.43413328886331576,0.44467645127621874,50,NG,dtw,500,1,NativeGuideCF'>
9,0.3776340167859729,0.38367688165274116,50,NG,dtw,500,1,NativeGuideCF'>
10,0.5149250524240406,0.5290638775775134,50,NG,dtw,500,1,NativeGuideCF'>
11,0.4838867604670015,0.49545128535800004,50,NG,dtw,500,1,NativeGuideCF'>
12,0.48268568975475273,0.4883189801471732,50,NG,dtw,500,1,NativeGuideCF'>
13,0.36549160558587135,0.38115625750552773,50,NG,dtw,500,1,NativeGuideCF'>
14,0.41307095068107413,0.41855943707670096,50,NG,dtw,500,1,NativeGuideCF'>
15,0.5775628027246495,0.5904831879400514,50,NG,dtw,500,1,NativeGuideCF'>
16,0.4226462391517244,0.43110130906102273,50,NG,dtw,500,1,NativeGuideCF'>
17,0.42951518136099154,0.4382872834181059,50,NG,dtw,500,1,NativeGuideCF'>
18,0.3971524073856911,0.41958563715936814,50,NG,dtw,500,1,NativeGuideCF'>
19,0.3672445597490258,0.3822643542900337,50,NG,dtw,500,1,NativeGuideCF'>
